sample_id,S9_11,S9_12,S9_14,S9_1,S9_2,S9_6,S9_7,S9_9,S11_11,S11_12,S11_14,S11_1,S11_2,S11_6,S11_7,S11_9,S13_11,S13_12,S13_14,S13_1,S13_2,S13_6,S13_7,S13_9,S17_11,S17_12,S17_14,S17_1,S17_2,S17_6,S17_7,S17_9
Agrobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,0,0,2240,0,0,0,0,0,0,0,0,0,0
Agrobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrobacterium,0,0,0,5570,0,0,0,0,0,0,0,544,0,0,0,0,0,0,9730,0,0,0,0,655,0,0,0,721,0,0,0,0
Agrobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0
Neorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0
Neorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afipia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,510,0,0
Afipia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0
Tardiphaga,0,0,0,0,0,0,0,0,0,10400,1650,0,0,4590,0,0,3230,4560,1270,0,0,6130,0,0,8420,1230,1640,124,6890,4440,0,0
Ochrobactrum,0,0,0,27300,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,0,0
Ochrobactrum,0,0,0,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0
ParacoccuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17300,0,0,0,0,0,0,0
ParacoccuS,0,0,0,0,0,0,0,0,0,0,0,2610,0,0,0,0,0,0,0,0,0,3230,0,0,40600,0,0,0,0,3140,0,0
ParacoccuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0
ParacoccuS,0,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParacoccuS,0,0,0,10700,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0
NovoSphingobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,0,0,0,0,0,0,0,0,0,0,0,0,0
NovoSphingobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,0,0,0,0,0,0,0,0,0,0,0,0,0
QFOP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingobium,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,863,0,0
Sphingobium,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingobium,0,0,26400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6350,0,0,0,0,0,0,0,0,0,0,0,0,0
SphingomonaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,1080,0,0
SphingomonaS,0,0,0,3850,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0
SphingomonaS,0,18300,0,0,0,0,0,0,5840,16000,0,0,0,16200,0,0,5330,4990,2700,1140,0,31800,0,0,0,1350,989,0,31800,10100,0,0
SphingomonaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700
SphingomonaS,0,0,0,0,0,0,0,0,0,8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0,0,0
SphingomonaS,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0
SphingomonaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0
SphingopyxiS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,0,0,0,0,0,0,0,0,0,0
Achromobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6370,0,0,0,0,0,0,0,0,0,0,0,0,0
Achromobacter,0,0,0,0,22900,0,0,0,0,0,0,0,0,1710,0,0,0,0,0,0,0,3990,0,0,0,0,0,0,0,1110,0,0
Achromobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0,0
Achromobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,0,0,0,0,0,0,0,9820,0,0,0,0,0,0,0,0,0,0
Achromobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,0,0,0,0,0,1430,0,0
Achromobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0
Acidovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,0,0,0,0,0,0,0,0,0,0
Acidovorax_A,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,830,0,0
Acidovorax_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0
AlcaligeneS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,0,0,0,0,0,0,0,0
AlcaligeneS,0,29000,0,0,0,0,0,0,35600,22700,0,1710,0,2450,0,0,0,0,0,0,0,12200,0,0,0,0,0,0,0,4050,0,0
Aquabacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0
Aquabacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0
Burkholderia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,910,0,0
CaStellaniella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComamonaS,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0
ComamonaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26800,0,0,0,0,0,0,0,0,0,0,0,0
ComamonaS,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,1870,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,935
ComamonaS,0,0,0,0,0,0,0,0,0,0,0,6660,0,3780,0,0,0,0,0,0,0,7030,0,0,0,0,0,0,0,0,0,3030
ComamonaS_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4730,0,0,0,0,0,0,0,0,0,0
CupriaviduS,0,0,0,0,0,0,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CupriaviduS,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,4070,0,0,0,0,987,0,0,757,0,0
Diaphorobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,0,0
Duganella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,0,0,0,0,11800,0,0,0,0,0,0,0,0
Hydrogenophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampropedia,0,0,0,0,0,0,0,5320,0,0,0,0,0,0,0,9410,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0
Lautropia,50663106,935429,203400,5063300,17432697,76400,1311716,1199491,22719870,32250882,129875,316077,4631365,1937040,2293376,632229,70704775,70570099,88600,5949345,8882177,2727975,9136149,4189541,14803634,15471635,75600,89300,1759814,793112,1001723,235923
Lautropia,56723302,5654690,9184630,61138352,32354493,237134,7913160,1720069,11449280,35297987,4761639,4056886,9932539,3999496,4268582,1339983,29530982,64552754,3515131,47423049,25127180,9334756,15970104,10401743,9501759,17593643,2212719,1110949,5181133,1345750,2044430,661244
MaSSilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0
MaSSilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0,0,0,0
MaSSilia,0,0,0,0,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,1860,0,0,0,0,0,0,0,2040,0,0
OryziSolibacter,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12600,0,0,0,0,0,0,0,0
Ottowia,883318,14256973,857737,501959,698759,44200,6607986,5915298,281449,9286286,1008668,344911,302633,1540038,1730626,5649430,1727265,1997766,565314,356789,633466,15335358,878679,6767016,870745,2019044,416265,346046,449722,458036,337430,3612007
Ottowia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21700,0,0,0,0,0,0,0,0,0,0
Paucibacter,0,0,0,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PelomonaS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,0,0,0,0,0,0,0,0,0,0
PSeudoduganella,0,0,3010,14700,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,12400,0,0,0,3470,0,0,0,0,0,0,0,0
QuiSquiliibacterium,0,0,0,0,0,0,0,0,0,14700,0,0,0,0,0,0,0,25700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RalStonia,0,28000,2420,24600,44700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RalStonia,26000,184938,16800,12000,283137,0,6540,6430,0,6700,0,2670,44200,4380,0,0,0,0,0,0,0,5540,0,0,0,0,0,0,16300,1950,0,0
RalStonia,46000,518558,43700,16600,691148,757,0,1480,0,19100,0,2370,52400,9040,0,0,31400,0,0,0,0,10600,0,0,18500,0,0,0,0,3910,0,0
RalStonia,0,0,0,0,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RalStonia,0,67500,4990,86100,93000,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0,0,8940,0,0,0,0,0,0,0,0,0,0
RalStonia,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RalStonia,175800,1429852,110963,62200,2192483,3130,34700,7390,12200,24100,10200,10100,313535,38100,0,0,14800,43300,6060,0,0,50000,0,0,40100,0,7190,1070,66200,24700,0,2040
RalStonia,0,11900,1440,0,19300,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RalStonia,0,14100,0,0,20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RalStonia,0,133818,9100,6820,195284,0,3790,638,0,0,0,1040,35100,3900,0,0,0,0,0,0,0,4980,0,0,0,0,0,0,0,1740,0,0
RalStonia,0,42300,4040,2940,61300,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,1910,0,0,0,0,0,0,0,0,0,0
TepidimonaS,0,19400,0,0,0,0,0,0,0,0,0,0,0,3320,0,0,0,0,0,0,0,10100,0,0,0,0,0,0,0,2060,0,0
UBA2334,0,0,0,0,0,0,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910,0,0,0,0,0,0,0,0
UBA4615,0,0,3870,0,0,0,0,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,5710,0,4680,0,0,0,0,0,0,0,0
UBA4615,0,0,0,28400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24300,0,3140,0,0,0,0,0,0,0,0,0,0
Variovorax,0,0,0,4650,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0
Verminephrobacter,0,0,0,0,0,0,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquitalea,0,0,0,0,0,11400,0,3990,0,0,0,0,0,49400,0,0,0,0,0,0,0,20600,0,0,0,0,0,0,0,24800,0,0
Gulbenkiania,0,0,0,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16200,0,0,0,0,0,0,0,0,0,0,0,0
MethylobacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0
MethylophiluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,0,0,0,0,0,0,0,0,0,0,0,0
MethylophiluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MethylovoruS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,0,0,0,0,0,0,0,0,0,0,0
PSeudomethylobacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,8920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlySiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0
ConchiformibiuS,0,0,0,0,0,0,0,4610,0,0,0,2020,0,11300,0,3580,0,0,0,0,0,12200,0,3580,0,0,0,1770,0,10900,0,2780
ConchiformibiuS,0,0,31500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740,0,0,0,0,0,0,0,0
Eikenella,662889,2607271,588418,1296523,910553,392137,797965,2861961,601976,1725213,788071,1544872,995165,2237884,521780,2348131,658635,2199210,522797,1859918,1650852,1811943,292497,2778913,640176,1680151,467384,1418026,1317255,1410584,330889,1768034
Eikenella,164774,177105,44900,25400,96700,161751,253292,242289,177807,179395,79500,49800,60900,347037,179409,252672,149442,24500,64800,30900,171315,369178,163654,338753,161166,81200,40300,42100,105509,255872,225450,197382
Eikenella,135865,442056,40400,58700,300219,27400,101668,322196,186442,281487,61900,50300,184109,222475,45300,312766,108335,582043,38100,43900,300280,201928,40100,435860,155109,487877,36400,52000,203147,151593,19500,304233
Eikenella,113063,652670,168013,50400,277640,32800,370609,685243,99600,678278,313648,115371,251801,519778,213777,759868,155677,442831,146140,74300,793932,981435,174219,988975,249341,536786,120082,124284,497926,359353,85800,541229
Eikenella,0,0,5880,0,0,1520,0,13300,0,0,0,5090,0,48000,0,13400,0,0,0,4350,0,26300,0,18200,0,0,0,3960,0,28200,0,8990
Eikenella,0,0,0,152497,0,0,0,18000,0,0,0,110503,0,127509,0,16500,0,0,0,90600,0,94600,0,13800,0,0,0,70400,0,110813,0,10900
Kingella,164830,0,9520,147117,28900,80700,570500,17700,116258,0,8310,255745,37900,284195,474016,9310,113203,17700,3270,98100,0,153682,419642,9980,123320,0,0,152514,27300,71000,310489,10400
Kingella,0,0,0,0,0,12700,34000,11600,0,0,0,8510,0,9230,34400,6450,0,0,0,17100,0,17500,17100,12700,0,0,0,8590,0,3000,31400,13200
Kingella_A,846185,108018,445860,348810,262666,139862,2425200,1416723,1062857,158081,918043,1077664,198973,1570121,2147108,1149644,514925,188893,626057,555557,361857,447488,1223527,1010090,1483896,271636,414984,732176,295658,1855473,1371628,816280
Kingella_B,906080,162886,166905,82100,46300,20800,789321,65600,718207,165012,415537,70400,121901,260607,534694,66500,535423,26100,297679,67300,191402,166996,304786,87100,700245,69200,298662,48600,277689,137392,292222,58500
NeiSSeria,0,0,0,24800,117105,2180,0,10600,0,0,0,34900,70000,15000,0,9630,0,0,0,20700,87900,12600,74600,8440,0,0,0,21000,99200,7290,81400,8130
NeiSSeria,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450
NeiSSeria,120766,68900,61700,121378,77000,24300,193529,167550,67600,45000,101976,59800,38200,522969,157235,128046,57800,103482,51800,113314,115915,300512,110822,146462,155990,41600,42800,105152,33500,347354,128049,92600
NeiSSeria,0,520270,51900,184800,251459,201548,515455,150853,139188,173327,57300,168182,0,778083,824995,99500,0,510086,110234,94200,0,218895,390814,225048,0,176776,304771,343062,272984,385015,901921,101398
NeiSSeria,0,0,0,0,0,6140,0,18700,0,0,0,7670,0,67800,0,14800,0,0,0,0,0,48600,0,13200,0,0,0,13000,0,41800,0,14200
NeiSSeria,2360622,478224,209383,16722060,1501865,166232,189002,1777776,2527389,671385,101341,20518839,1971677,537267,103118,1084779,1221741,3342310,184214,28580645,3508264,707460,232583,2594168,1679692,2667864,303795,17757298,2205541,391189,108917,1653274
NeiSSeria,93900,0,0,0,0,0,0,18700,78300,0,0,8980,0,0,0,12600,49900,0,0,5760,0,0,0,19600,52800,0,0,12500,0,0,0,17200
NeiSSeria,611373,1036491,1282977,8305047,748104,108884,393287,5317486,733862,438378,2225613,14979589,873207,538436,367967,8366296,290318,886358,4274663,9478530,791181,250692,439177,10866393,924874,446032,11796519,42625935,1134365,277287,400802,25216347
NeiSSeria,0,0,0,0,0,0,0,2030,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,0
NeiSSeria,0,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,2170,0,0,0,0,0,6120,0,0,0,0,0,726,0,0,0,1560
NeiSSeria,0,0,0,0,0,0,0,43500,0,0,0,0,0,0,0,34900,0,0,0,0,0,0,0,35700,0,0,0,0,0,0,0,54000
NeiSSeria,2786163,9228143,1388028,7186568,5311784,1599680,18997958,49791432,5183498,8752159,1361002,18535962,4224926,18710652,13299461,38211246,3344583,5699725,1147499,14993423,11796198,9393183,7492458,34758213,9056091,9110971,640439,35060631,11818923,10435855,11491886,29140563
NeiSSeria,449215,1004120,393834,1462856,803249,484967,961048,3378094,884091,1340197,463436,1393033,719818,1745105,1834003,2770327,583676,2275504,499723,951958,662958,682929,726037,1848167,740326,2981334,224917,1055580,681882,1203180,2272535,3789102
NeiSSeria,1500317,1129282,612623,407194,841044,398703,6316296,9143804,3384906,575639,169442,479026,2063174,1021128,8762823,5971151,1495818,794924,824229,362535,1088682,363740,2839839,2447315,1550453,1110661,336314,655432,1218194,1224183,13150097,6258817
NeiSSeria,7745587,12102939,2189681,29572179,15468303,1801965,19699970,29654524,28059805,16958049,2162756,23567721,20110158,9145222,37251996,21766692,10768647,31518964,2621348,25146229,15689965,3586365,27282012,12165529,8814277,36541256,1140674,15766015,15354917,6191436,51522813,21003325
NeiSSeria,953893,2802966,1654380,3659217,3068538,638888,5578348,3758474,3567461,4544777,1623736,3313300,4685453,2876576,9703543,2920441,1314572,8825420,1557598,2893748,3692105,916165,5752640,2156263,1301939,10302349,582900,2504168,3908181,1776209,11285768,3626871
NeiSSeria,0,0,179331,2555717,577299,0,0,108460,347797,0,305984,3198577,647732,74800,0,140613,151959,0,258569,4639740,830462,40700,0,301546,95600,24400,156619,2388170,1077052,56000,0,281892
NeiSSeria,0,0,0,240855,0,0,0,22400,0,120592,0,286629,0,0,0,15100,0,176331,0,442085,0,0,0,0,0,175095,0,200815,0,0,0,10400
NeiSSeria,120296,0,92600,327144,737548,176886,206745,1330429,488260,0,184305,627013,495480,566892,69400,912091,291796,0,353957,407504,776915,234160,0,737656,197610,31900,636844,1671261,447252,356752,242916,1283721
NeiSSeria,0,0,0,46700,0,0,0,383512,0,0,0,85500,0,0,0,0,0,0,0,62300,0,0,0,0,0,0,0,49200,0,0,0,459783
NeiSSeria,2543898,1148671,242774,6083857,1624975,61100,182035,2523148,2583867,1202390,349663,7577186,1542024,259948,206322,1145438,940989,4033688,350065,11163832,2729410,240625,208035,2652812,1162950,3261673,149928,5643683,1873734,126723,288184,971730
NeiSSeria,5664062,2723934,335505,3280213,3198717,166209,500423,2220293,4526213,1802810,469947,2285052,1714929,839849,462362,1390227,2239339,5277035,519167,3957391,3325874,768279,436585,2959402,3280080,2527371,205559,1592284,1882131,613610,469162,1412710
NeiSSeria,1883752,1750758,367429,3140376,2330920,405822,1492706,3543049,5324837,1463844,440217,3305926,2800456,2818988,2251840,2661613,2045261,1459586,688918,2972849,2483611,1093592,859008,2696085,1400922,1177609,1436734,5291413,2462468,1683411,3688301,3084555
NeiSSeria,7887476,2569565,598577,13512767,9517636,249448,736813,10782786,6660647,2765259,342144,16190383,10617952,1106440,1142118,7357501,3416159,5518208,364488,23703193,14578752,963866,711092,11967541,4059381,3623762,231485,12333162,9804729,810559,1512235,7764261
NeiSSeria,5342534,1841694,1870980,29227354,3732420,117246,564314,4499012,5618128,1633407,1989464,35244942,3204894,449756,490673,2210958,2497520,4745786,1649999,47293345,6369197,501892,349427,6022155,3859690,3441250,1362771,28669134,4577939,367016,490778,2737934
NeiSSeria,0,0,0,13800,0,0,0,6420,0,0,0,3170,0,7260,0,2650,0,0,0,0,0,0,0,6170,0,0,0,2080,0,0,0,3570
NeiSSeria,1119175,1280689,894597,826444,1500915,23600,990869,3636282,2801635,1796763,821681,927465,2370949,456527,2075581,2696516,1129204,3567281,802482,768861,1393904,136288,984897,1680913,1081443,3933693,337914,705968,1597097,141170,3013170,2435729
NeiSSeria,0,0,29400,1320592,748029,50400,102597,291743,0,0,50300,2266769,360626,364471,13000,358612,0,0,228953,2953870,581881,180813,26000,406023,0,0,481924,2269686,351446,259809,55600,880468
NeiSSeria,0,0,19900,0,0,3790,0,166624,0,0,36700,97000,0,66900,0,134801,0,0,24200,55500,0,39900,0,73100,0,5290,9390,61400,0,50600,0,123317
NeiSSeria,5532647,1684324,199606,2834412,1042091,144172,108265,1043180,4124102,1785247,65200,2978864,890974,322614,102809,680686,1979549,6752150,138930,4796002,1569756,535986,131310,1956198,3201055,5128452,67200,2427239,961298,302226,81000,1017270
NeiSSeria,3902704,1447826,168735,82765514,3132937,86300,224808,5079388,3879537,1148744,125891,21641494,2243199,329857,272059,1720924,1345634,4367989,140603,37003589,5237421,310690,279215,6140462,1969622,3441231,112681,11940641,3826423,259564,445337,1336721
NeiSSeria,11828760,1813993,5800395,3511716,3126180,440623,342566,3753502,8236835,3041868,4595264,2621962,2949455,1046847,382948,2581611,4367047,13154679,7903948,4140583,4208439,1283430,320108,6596979,6336035,10974271,2787202,2318491,2733587,1097139,260102,4353565
NeiSSeria,2751240,1063897,3116630,1193205,1275584,54900,174432,2439304,2476611,799591,513111,1172983,1720390,227057,155839,1757629,1222548,2968443,804768,1653893,2366806,177739,187537,2802916,1545847,1937074,263620,1089563,1176736,138783,178558,2171642
NeiSSeria,3494863,3216229,919758,159956707,3365676,132603,1958885,4660738,3766655,1522686,339540,207240348,2915506,634631,2776634,2554640,1730077,4526231,383093,288758066,6654277,598334,1828802,4899141,2980213,3066900,247984,165728913,4713718,731697,3210758,2731265
NeiSSeria,575326,0,156228,2495054,763834,14600,63700,1024992,534185,60000,27000,3196374,538122,69100,31500,346565,166157,178001,52800,4754149,1241504,73000,0,1219050,315401,169236,18000,2656848,802918,60600,69800,278933
NeiSSeria,29671425,67805614,6406701,27199688,38128515,1302042,3481094,7554295,19544042,34044915,11656004,3784356,14762298,6931831,1874861,5638398,17670267,88925082,11684345,8211152,35949733,8763154,3833585,21930488,15911837,22900080,5193889,722025,13288860,2130604,1167315,5984013
NeiSSeria,3463342,3656573,8203850,12378792,8711654,16945326,16713753,9880048,12145278,5966874,6968070,9381571,12066284,50790368,30154162,8131406,5428724,12444420,8617892,13073662,8043565,15240337,13395565,5040488,3719330,13905610,3449574,7015830,8746823,26580364,46970917,7542291
NeiSSeria,9035507,2271228,779597,6147358,2000486,222293,361143,3780542,7611438,2768695,940795,5137045,1796403,483768,460428,2476580,3830470,10138176,1194323,7778254,3208322,703847,348149,6164823,5000972,7660933,474344,4013762,2122556,523456,207412,3733412
NeiSSeria,2296752,228638,347027,996271,753060,65200,433868,1444267,1670034,519980,200141,500781,754557,208472,362445,889204,790436,2595873,201201,706844,1162065,84000,238547,2031979,1369271,2186519,72300,502394,542108,215451,567111,1320088
NeiSSeria,0,0,0,0,0,0,0,21500,0,0,0,0,0,0,0,15500,0,0,0,0,0,0,0,58100,0,0,0,0,0,0,0,19800
NeiSSeria,7131660,921711,252202,3571848,1500758,263215,93100,2784624,7007342,698099,151656,3325081,1334750,684705,38700,1351475,2607977,2954632,229988,5004194,2781734,415555,65100,3450223,2933899,1969073,79100,2651491,2079058,415228,39300,1454902
NeiSSeria,5178650,296572,185116,226757,405724,80800,214500,2095623,4303232,873699,190538,108331,425716,199477,121300,1252519,1946909,3042905,188440,132470,949417,284280,91800,3007501,3770697,2699936,101494,143431,625266,219127,139599,1934965
NeiSSeria,70900,95300,252568,184903,62500,34700,136408,637978,236573,131201,512476,263580,32600,921591,72700,419965,167571,135997,248004,253307,194489,498626,39400,450685,408150,228191,118841,228907,129007,571688,49400,342846
NeiSSeria,0,0,0,0,0,0,0,46300,0,0,0,6510,0,0,33200,72400,0,0,0,0,0,0,0,96600,0,0,0,6180,0,0,18500,65600
NeiSSeria,0,0,0,0,0,0,0,8860,42800,0,0,7140,0,0,0,7060,25500,0,0,0,0,0,42000,19700,23200,0,0,6010,0,5900,0,6860
NeiSSeria,5903420,9330624,3217349,12558342,16989419,8211549,24353641,113302142,18063376,12089651,5468965,25234434,23588430,49883723,45037076,80599132,7401491,21158179,3906489,10583146,19052698,21042736,20170030,46116781,12001695,25959172,2978498,23739683,19303494,35048382,42366878,81344797
NeiSSeria,5419402,7538335,18761756,25540646,28807037,7156403,21913760,24461985,15241888,10309631,19558260,31257656,35487560,39621991,35708349,18375251,6594781,18274359,22621360,23339264,29779128,11025759,22270189,10669999,6258120,20894213,7275291,21808965,27565427,18869024,37195842,18948809
NeiSSeria,312341,1629161,1056035,2967072,0,12200,1891069,2063047,1300131,2389047,1131716,3491523,0,188497,2900552,1828077,524323,4486635,1093591,3400390,0,49000,1534287,1157984,582134,5276133,363040,2822030,0,190719,4319777,2390252
NeiSSeria,6746396,10689483,4848639,16103126,11962234,5312114,18112870,31639087,19207875,10646343,4539894,16687330,14427629,18403826,34032393,22341281,8128726,19060969,5435278,13641368,12894514,6757436,18568189,11733052,7432762,23769307,1971755,13529093,12311484,10285829,49068066,24753551
NeiSSeria,0,0,0,0,0,0,0,6550,0,0,0,3210,0,17600,0,5710,0,0,0,7230,0,13000,0,4830,0,0,0,2310,0,9570,0,4530
NeiSSeria,80500,0,0,0,0,0,0,60700,50900,0,0,4260,0,0,0,50900,0,0,0,0,0,0,0,60200,0,0,0,5230,0,0,0,103772
