Genus,col_2b,col_16S,Group,Color
Mailhella,0,9.56E-05,s17_12,16S only
Massilioclostridium,0,0.0001721,s17_12,16S only
Megasphaera,0,0.00613825,s17_12,16S only
Metamycoplasma,0.000376032,0,s17_12,2b only
Mitsuokella,0,0.00021035,s17_12,16S only
Mogibacterium,0.001205645,0,s17_12,2b only
Monoglobus,0,0.00065016,s17_12,16S only
Moraxella,0,0.00225643,s17_12,16S only
Muribaculum,0,9.56E-05,s17_12,16S only
Muricomes,0,0.0010326,s17_12,16S only
Neisseria,0.233756937,0.159499006,s17_12,shared
Nitrospira_C,0,0.00028683,s17_12,16S only
NSJ-38,0,0.00011473,s17_12,16S only
NSJ-63,0,0.00011473,s17_12,16S only
Odoribacter,0,0.00338464,s17_12,16S only
Olsenella,8.15E-05,0,s17_12,2b only
Olsenella_E,0,0.00107085,s17_12,16S only
Oribacterium,0.000286125,0.00135768,s17_12,shared
Oscillibacter,0,0.00045893,s17_12,16S only
Ottowia,0.002019128,0.00078401,s17_12,shared
Parabacteroides,0,0.00105173,s17_12,16S only
Parvimonas,0.000551804,0.00045893,s17_12,shared
Pauljensenia,0.000441862,0.00045893,s17_12,shared
Peptidiphaga,0.000163474,0,s17_12,2b only
Peptoanaerobacter,0.000333096,0.00024859,s17_12,shared
Peptostreptococcus,0.00017018,0.00084138,s17_12,shared
Phascolarctobacterium_A,0,0.00747681,s17_12,16S only
Phocaeicola,0,0.00931255,s17_12,16S only
Pluralibacter,1.68E-05,0,s17_12,2b only
Porphyromonas,0.02072411,0.022870261,s17_12,shared
Prevotella,0.017717716,0.097886994,s17_12,shared
Prevotellamassilia,0,0.01000096,s17_12,16S only
Pseudoleptotrichia,0.000342597,0.00152978,s17_12,shared
QFNR01,8.70E-05,0,s17_12,2b only
QHXM01,0,0.0001721,s17_12,16S only
RC9,0,0.00227555,s17_12,16S only
RF16,0,9.56E-05,s17_12,16S only
Romboutsia,0,0.00063104,s17_12,16S only
Roseburia,0,0.028300981,s17_12,16S only
Rothia,0.127378379,0.090716134,s17_12,shared
RQZE01,0,9.56E-05,s17_12,16S only
Ruminiclostridium,0,0.0005163,s17_12,16S only
Ruminococcus,0,5.74E-05,s17_12,16S only
Ruminococcus_A,0,0.00458935,s17_12,16S only
Ruminococcus_C,0,0.00080314,s17_12,16S only
Ruminococcus_D,0,7.65E-05,s17_12,16S only
Ruminococcus_E,0,0.0005163,s17_12,16S only
Ruthenibacterium,0,0.00032508,s17_12,16S only
Saccharimonas,0.000279981,0,s17_12,2b only
SCN-69-37,0,1.91E-05,s17_12,16S only
SDRW01,6.35E-05,0,s17_12,2b only
Selenomonas,0.000109695,0,s17_12,2b only
SFLA01,0,0.00015298,s17_12,16S only
SFTJ01,0,0.0001721,s17_12,16S only
Shuttleworthia,3.04E-05,0,s17_12,2b only
SHZI01,0,7.65E-05,s17_12,16S only
Slackia,5.30E-05,0,s17_12,2b only
Soleaferrea,0,0.0001721,s17_12,16S only
Streptococcus,0.149984281,0.108997044,s17_12,shared
Streptomyces,0,9.56E-05,s17_12,16S only
Succiniclasticum,0,0.00118558,s17_12,16S only
Sutterella,0,0.00110909,s17_12,16S only
Tannerella,0.005330115,0.00156803,s17_12,shared
Terrisporobacter,0,0.00057367,s17_12,16S only
Thermoanaerosceptrum,0,9.56E-05,s17_12,16S only
TM7x,0.000428101,0.0001721,s17_12,shared
Treponema,0.000871109,0.00059279,s17_12,shared
Treponema_B,0.000808638,0.00043981,s17_12,shared
Treponema_C,0.000853588,7.65E-05,s17_12,shared
Treponema_D,0.000109852,0.0005163,s17_12,shared
UBA10281,0,7.65E-05,s17_12,16S only
UBA1103,0.000107328,5.74E-05,s17_12,shared
UBA1394,0,0.00160627,s17_12,16S only
UBA1417,0,0.00024859,s17_12,16S only
UBA2386,0,5.74E-05,s17_12,16S only
UBA2866,0.000200318,3.82E-05,s17_12,shared
UBA4334,0,0.00078401,s17_12,16S only
UBA4372,0,0.00411129,s17_12,16S only
UBA5446,0,0.0010326,s17_12,16S only
UBA7050,0,9.56E-05,s17_12,16S only
UBA7173,0,0.0003442,s17_12,16S only
UBA7862,0,7.65E-05,s17_12,16S only
UBA8529,0,0.00015298,s17_12,16S only
UBA9502,0,0.00422603,s17_12,16S only
UMGS1004,0,0.0005163,s17_12,16S only
UMGS1872,0,0.00141505,s17_12,16S only
UMGS1907,0.000137543,0,s17_12,2b only
UMGS363,0,0.00221819,s17_12,16S only
Vallitalea_A,0,0.00011473,s17_12,16S only
Variovorax,0,0.00011473,s17_12,16S only
Veillonella,0.004511729,0.00372885,s17_12,shared
Vibrio,0,3.82E-05,s17_12,16S only
W11650,0.000299719,0,s17_12,2b only
Wolinella,0,3.82E-05,s17_12,16S only
WYBL01,0,0.00015298,s17_12,16S only
2-12-FULL-35-15,0,3.34E-05,s17_14,16S only
20CM-2-65-7,0,3.34E-05,s17_14,16S only
Abiotrophia,0.000134576,0,s17_14,2b only
Acetatifactor,0,0.00180466,s17_14,16S only
Acinetobacter,6.77E-05,0,s17_14,2b only
Actinomyces,0.005676263,0.0013535,s17_14,shared
Aerococcus,1.39E-05,0,s17_14,2b only
Agathobaculum,0,0.00020052,s17_14,16S only
Aggregatibacter,0.013455673,0.013601799,s17_14,shared
Alistipes,0,0.00010026,s17_14,16S only
Allisonella,0.004078852,0.00195505,s17_14,shared
Alloprevotella,0.011272818,0,s17_14,2b only
AM07-15,0,0.00010026,s17_14,16S only
Aminipila,0,0.00021723,s17_14,16S only
Aminivibrio,0,0.00142034,s17_14,16S only
Anaerobutyricum,0,0.00060155,s17_14,16S only
Anaeroglobus,0.001598783,0.00098588,s17_14,shared
Anaeromassilibacillus,0,0.00031749,s17_14,16S only
Anaerosacchariphilus,0,0.00043446,s17_14,16S only
Anaerotignum,0,0.0011864,s17_14,16S only
Anaerovibrio,0,0.00020052,s17_14,16S only
Ancrocorticia,0,0.00015039,s17_14,16S only
Arachnia,0.000357569,0,s17_14,2b only
Aureimonas_A,0,0.00015039,s17_14,16S only
Bacillus_A,5.23E-05,0,s17_14,2b only
Bacteroides,0.000113594,0.00063497,s17_14,shared
Bacteroides_D,0.000484272,0,s17_14,2b only
Bariatricus,0,0.00165427,s17_14,16S only
BD2-11,0,5.01E-05,s17_14,16S only
Bergeyella_A,0,0.00130337,s17_14,16S only
Bifidobacterium,0.001844854,0,s17_14,2b only
Blautia_A,0,0.00055142,s17_14,16S only
Bulleidia,0.002006827,0.00031749,s17_14,shared
Butyricicoccus_A,0,0.00130337,s17_14,16S only
CAG-115,0,0.00471217,s17_14,16S only
CAG-127,0,0.00036762,s17_14,16S only
CAG-180,0,0.00065168,s17_14,16S only
CAG-41,0,0.0001671,s17_14,16S only
CAG-475,0,0.00038433,s17_14,16S only
CAG-485,1.03E-05,0.00130337,s17_14,shared
CAG-632,0,0.00011697,s17_14,16S only
CAG-791,3.12E-05,0,s17_14,2b only
CAG-793,0.000338825,0,s17_14,2b only
CAG-873,0,0.00011697,s17_14,16S only
Campylobacter,0.000188146,0,s17_14,2b only
Campylobacter_A,0.007101959,0.016141699,s17_14,shared
Campylobacter_B,0.00036195,0,s17_14,2b only
Capnocytophaga,0.007401159,0.00312474,s17_14,shared
Cardiobacterium,0.001452519,0.00088562,s17_14,shared
Catonella,0.00095587,0,s17_14,2b only
Centipeda,0.001716782,0.00113627,s17_14,shared
Chondromyces,0,5.01E-05,s17_14,16S only
Christensenella,0,0.00010026,s17_14,16S only
Chryseobacterium,0,6.68E-05,s17_14,16S only
Clostridium,0,0.0010193,s17_14,16S only
Clostridium_AN,0,0.00018381,s17_14,16S only
Collinsella,0,5.01E-05,s17_14,16S only
Corynebacterium,0.004881758,0.00091904,s17_14,shared
Criibacterium,7.04E-05,0,s17_14,2b only
Cryptobacterium,3.45E-05,0,s17_14,2b only
Cupriavidus,0,6.68E-05,s17_14,16S only
Cutibacterium,0.000162592,0,s17_14,2b only
Desulfobulbus,0.000732327,0,s17_14,2b only
Desulfovibrio,0,0.00031749,s17_14,16S only
Dialister,0.002811225,0.00137021,s17_14,shared
Dialister_B,1.41E-05,0,s17_14,2b only
Duncaniella,0,3.34E-05,s17_14,16S only
Eikenella,0.000664199,0.00060155,s17_14,shared
Emergencia,0,8.35E-05,s17_14,16S only
Enterobacter,3.60E-05,0,s17_14,2b only
Enterocloster,0,1.67E-05,s17_14,16S only
Escherichia,0.000256989,0,s17_14,2b only
Eubacterium_A,0.016507175,0.00230596,s17_14,shared
Eubacterium_B,0.001113114,0,s17_14,2b only
Eubacterium_F,0,0.00011697,s17_14,16S only
Eubacterium_M,0.008754925,0.0006851,s17_14,shared
Eubacterium_N,0.000122143,0.00043446,s17_14,shared
Eubacterium_O,0,0.00013368,s17_14,16S only
Eubacterium_R,0,0.00499624,s17_14,16S only
F0040,0.010422756,0.046119136,s17_14,shared
F0058,0.00677849,0.00098588,s17_14,shared
F0422,0.013426786,0.014136519,s17_14,shared
F0428,7.43E-05,0.00078536,s17_14,shared
Faecalibacterium,0,0.007068259,s17_14,16S only
Filifactor,0.019468744,0,s17_14,2b only
Fimbriimonas,0,5.01E-05,s17_14,16S only
Flavobacterium,0,0.00013368,s17_14,16S only
Flavonifractor,0,0.00015039,s17_14,16S only
Flexilinea,0.00039757,0,s17_14,2b only
Formamonas,0,8.35E-05,s17_14,16S only
Fournierella,0,0.00013368,s17_14,16S only
Fretibacterium,0.002798537,0,s17_14,2b only
Fusobacterium,0.009608854,0.029359178,s17_14,shared
Gemella,0.015281335,0.025048038,s17_14,shared
GN02-872,0.001733219,0.00010026,s17_14,shared
GN02-873,0.000482964,0.00013368,s17_14,shared
Gp6-AA40,0,5.01E-05,s17_14,16S only
Granulicatella,0.00747342,0.013150639,s17_14,shared
Haemophilus,0.017132305,0.014520849,s17_14,shared
Haemophilus_A,0.017543038,0.00519676,s17_14,shared
Haemophilus_D,0.016132426,0.007051549,s17_14,shared
Holdemanella,0,0.00076865,s17_14,16S only
HOT-345,0.001599873,0.00065168,s17_14,shared
Intestinimonas,0,0.00023394,s17_14,16S only
JAAYOI01,0,0.00010026,s17_14,16S only
JABCPE02,0.002813975,0,s17_14,2b only
JABCPG02,0.000141272,0,s17_14,2b only
JABCPH02,0.000533946,0,s17_14,2b only
JABDBE01,0,0.00013368,s17_14,16S only
Johnsonella,0.000477993,0,s17_14,2b only
Kingella_A,0.000415011,0,s17_14,2b only
Kingella_B,0.000298681,0.00045117,s17_14,shared
Klebsiella,3.92E-05,0,s17_14,2b only
Lachnoanaerobaculum,0.001831834,0.00162085,s17_14,shared
Lachnospira,0,0.00126995,s17_14,16S only
Lacrimispora,0,0.00223912,s17_14,16S only
Lactobacillus,2.82E-05,0.020152058,s17_14,shared
Lancefieldella,0.002551506,0.00098588,s17_14,shared
Lautropia,0.002288421,0,s17_14,2b only
Lawsonella,4.12E-05,0,s17_14,2b only
Lawsonibacter,0,0.00081878,s17_14,16S only
Leptotrichia,0.016584023,0.026368118,s17_14,shared
Leptotrichia_A,0.002041133,0.00329184,s17_14,shared
Ligilactobacillus,0,0.00066839,s17_14,16S only
Limosilactobacillus,0.000465255,0.00279054,s17_14,shared
Massilioclostridium,0,0.00028407,s17_14,16S only
Mediterraneibacter,0,0.0001671,s17_14,16S only
Megasphaera,0,0.00137021,s17_14,16S only
Mesomycoplasma,0,0.00040104,s17_14,16S only
Metamycoplasma,0,0.00195505,s17_14,16S only
Methyloceanibacter,0,6.68E-05,s17_14,16S only
Mitsuokella,2.56E-05,0,s17_14,2b only
Mogibacterium,0.009263276,0.00071852,s17_14,shared
Monoglobus,0,0.00028407,s17_14,16S only
Mor1,0,5.01E-05,s17_14,16S only
Moraxella,0,0.00157072,s17_14,16S only
Mucispirillum,0,6.68E-05,s17_14,16S only
Muribaculum,0,0.00018381,s17_14,16S only
Muricomes,0,0.00066839,s17_14,16S only
Neisseria,0.045960099,0.046119136,s17_14,shared
Nitrospira_C,0,5.01E-05,s17_14,16S only
NSJ-38,0,0.00013368,s17_14,16S only
OLB17,0,8.35E-05,s17_14,16S only
Olegusella,1.85E-05,0,s17_14,2b only
Olsenella,0.000561064,0,s17_14,2b only
Olsenella_E,0,0.00036762,s17_14,16S only
Oribacterium,0.001721507,0.00158743,s17_14,shared
Ornithobacterium,0.000827848,0,s17_14,2b only
Oscillibacter,0,0.00142034,s17_14,16S only
Ottowia,0.000416293,0.00030078,s17_14,shared
Parabacteroides,0,0.00126995,s17_14,16S only
Paraprevotella,0,0.000518,s17_14,16S only
Parascardovia,0.000125412,0,s17_14,2b only
Parvimonas,0.002534382,0.00111956,s17_14,shared
Pauljensenia,0.004173863,0.00182137,s17_14,shared
Peptidiphaga,0.000930568,0,s17_14,2b only
Peptoanaerobacter,0.001542011,0.00031749,s17_14,shared
Peptostreptococcus,0.001207798,0.00111956,s17_14,shared
Phascolarctobacterium_A,0,0.00394352,s17_14,16S only
Phocaeicola,0.000767852,0.00165427,s17_14,shared
Porphyromonas,0.055905476,0.048057476,s17_14,shared
Porphyromonas_A,1.59E-05,0,s17_14,2b only
Prevotella,0.243799171,0.264951099,s17_14,shared
Prevotellamassilia,0,0.010025899,s17_14,16S only
Pseudoleptotrichia,0,0.026852698,s17_14,16S only
Pseudoramibacter,0.000502976,0,s17_14,2b only
QFNR01,2.81E-05,0,s17_14,2b only
QHXM01,0,0.00011697,s17_14,16S only
RC9,0,0.010076029,s17_14,16S only
RF16,0,0.00295764,s17_14,16S only
Rodentibacter,0.000524593,0,s17_14,2b only
Romboutsia,0,0.00063497,s17_14,16S only
Roseburia,0,0.00290751,s17_14,16S only
Rothia,0.013363596,0.008939759,s17_14,shared
RQZE01,0,0.00018381,s17_14,16S only
RUG13077,0,0.00025065,s17_14,16S only
RUG13160,0,0.00025065,s17_14,16S only
RUG350,0,0.00028407,s17_14,16S only
Ruminiclostridium,0,0.00018381,s17_14,16S only
Ruminococcus,0,0.0010193,s17_14,16S only
Ruminococcus_B,0,0.00010026,s17_14,16S only
Ruminococcus_C,0,6.68E-05,s17_14,16S only
Ruminococcus_E,0,0.00026736,s17_14,16S only
Ruthenibacterium,0,0.0003342,s17_14,16S only
Saccharimonas,0.002104431,0,s17_14,2b only
Scardovia,0.000460956,0,s17_14,2b only
Schwartzia,0,0.00026736,s17_14,16S only
SCN-69-37,0,5.01E-05,s17_14,16S only
SDRK01,0.000320364,0,s17_14,2b only
SDRW01,0.00061174,0,s17_14,2b only
Selenomonas,0.000771931,0.00048459,s17_14,shared
Selenomonas_A,0,6.68E-05,s17_14,16S only
SFLA01,0,0.00013368,s17_14,16S only
SFTJ01,0,0.00060155,s17_14,16S only
Shuttleworthia,0.000478443,0,s17_14,2b only
Simonsiella,0.000908153,0,s17_14,2b only
Slackia,0.000205876,0,s17_14,2b only
Soleaferrea,0,0.00036762,s17_14,16S only
Solirubrobacter,0,5.01E-05,s17_14,16S only
Staphylococcus,0.000437444,0,s17_14,2b only
Stomatobaculum,0.000140264,0,s17_14,2b only
Streptobacillus,0,0.00173782,s17_14,16S only
Streptococcus,0.250950016,0.194853354,s17_14,shared
Succinivibrio,0,5.01E-05,s17_14,16S only
Tannerella,0.021697477,0.0027237,s17_14,shared
Terrabacter,0,5.01E-05,s17_14,16S only
Terrisporobacter,0,0.00036762,s17_14,16S only
TM7x,0.001472455,0.00113627,s17_14,shared
Treponema,0.002953862,0.00269028,s17_14,shared
Treponema_B,0.005477585,0.006784189,s17_14,shared
Treponema_C,0.001063498,0.0003342,s17_14,shared
Treponema_D,0.000797547,0.00290751,s17_14,shared
UBA10281,0,8.35E-05,s17_14,16S only
UBA1103,0.001685396,0.00011697,s17_14,shared
UBA1191,0,0.0006851,s17_14,16S only
UBA1394,0,0.00056813,s17_14,16S only
UBA1417,0,0.00038433,s17_14,16S only
UBA2386,0,5.01E-05,s17_14,16S only
UBA2730,0,0.00025065,s17_14,16S only
UBA2834,0,6.68E-05,s17_14,16S only
UBA2866,0.000354508,0,s17_14,2b only
UBA3663,1.06E-05,0,s17_14,2b only
UBA3839,1.24E-05,0,s17_14,2b only
UBA4285,0.000481731,0,s17_14,2b only
UBA4334,0,0.00103601,s17_14,16S only
UBA4372,0,0.00260673,s17_14,16S only
UBA4720,0,3.34E-05,s17_14,16S only
UBA5446,0,0.00252318,s17_14,16S only
UBA7173,0,0.00021723,s17_14,16S only
UBA7541,0,0.00010026,s17_14,16S only
UBA8529,0,0.00175453,s17_14,16S only
UBA9506,0,5.01E-05,s17_14,16S only
UMGS1004,0,0.00030078,s17_14,16S only
UMGS1872,0,0.00103601,s17_14,16S only
UMGS1907,0.017679062,0,s17_14,2b only
UMGS363,0,0.00103601,s17_14,16S only
Vallitalea_A,0,0.00075194,s17_14,16S only
Veillonella,0.036412786,0.022374468,s17_14,shared
W0P31-042,6.34E-05,0,s17_14,2b only
W11650,0.000419948,0,s17_14,2b only
W5053,2.78E-05,0,s17_14,2b only
WRKY01,0,6.68E-05,s17_14,16S only
WYBL01,0,5.01E-05,s17_14,16S only
Abiotrophia,0.000528419,0.0003164,s17_2,shared
Acinetobacter,8.90E-05,0,s17_2,2b only
Actinomyces,0.00200151,0.00118124,s17_2,shared
Aggregatibacter,0.019749489,0.038643271,s17_2,shared
Allisonella,0.001069268,0.00052734,s17_2,shared
Alloprevotella,0.005681196,0,s17_2,2b only
Aminivibrio,0,0.00299528,s17_2,16S only
Anaeroglobus,0.000372321,0.00018984,s17_2,shared
Ancrocorticia,0,0.00014765,s17_2,16S only
Arachnia,0.002034689,0,s17_2,2b only
Bacillus_A,7.36E-05,0,s17_2,2b only
Bacteroides_D,0.000219097,0,s17_2,2b only
Bariatricus,0,0.00018984,s17_2,16S only
Bergeyella_A,0.000405563,0.00025312,s17_2,shared
Brevibacillus_D,5.28E-05,0.00042187,s17_2,shared
Bulleidia,0.001967041,0.00037968,s17_2,shared
Butyricicoccus_A,0,0.00014765,s17_2,16S only
CAG-475,0,8.44E-05,s17_2,16S only
CAG-488,0,6.33E-05,s17_2,16S only
Campylobacter_A,0.010442924,0.00890145,s17_2,shared
Campylobacter_B,0.000137217,0,s17_2,2b only
Capnocytophaga,0.008211681,0.0022781,s17_2,shared
Cardiobacterium,0.001947864,0.0016031,s17_2,shared
Catonella,0.000314902,0,s17_2,2b only
Centipeda,0.000362508,0.0003164,s17_2,shared
Clostridium,0,0.00016875,s17_2,16S only
Corynebacterium,0.002144703,0.00206716,s17_2,shared
Cutibacterium,0.000889102,0,s17_2,2b only
Desulfobulbus,0.001077468,0.00014765,s17_2,shared
Desulfonispora,0,0.00048515,s17_2,16S only
Dialister,0.00111561,0.00071718,s17_2,shared
Eikenella,0.002123852,0.00132889,s17_2,shared
Eubacterium_A,0.004226154,0.00052734,s17_2,shared
Eubacterium_B,0.000477961,0.00048515,s17_2,shared
Eubacterium_F,0,8.44E-05,s17_2,16S only
Eubacterium_M,0.003614976,0.0003375,s17_2,shared
Eubacterium_N,0.010733811,0.00301637,s17_2,shared
Eubacterium_R,0,0.00012656,s17_2,16S only
F0040,0.006132993,0.02354033,s17_2,shared
F0058,0.001341628,0.00044296,s17_2,shared
F0422,0.008126303,0.00639133,s17_2,shared
Filifactor,0.009661699,0,s17_2,2b only
Flexilinea,0.000484466,0,s17_2,2b only
Fournierella,0,8.44E-05,s17_2,16S only
Fretibacterium,0.002746957,0,s17_2,2b only
Fusobacterium,0.024741373,0.036787041,s17_2,shared
Gemella,0.005529352,0.00527337,s17_2,shared
GN02-872,0.001035127,0,s17_2,2b only
GN02-873,0.001982085,8.44E-05,s17_2,shared
Granulicatella,0.004238373,0.00639133,s17_2,shared
Haemophilus,0.031577159,0.050814211,s17_2,shared
Haemophilus_A,0.068333313,0.082686472,s17_2,shared
Haemophilus_D,0.065415309,0.026514511,s17_2,shared
HOT-345,0.00307465,0.00143436,s17_2,shared
JABCPE02,0.003938176,0,s17_2,2b only
JABCPG02,3.36E-05,0,s17_2,2b only
Johnsonella,0.000377082,8.44E-05,s17_2,shared
Kingella,2.73E-05,0,s17_2,2b only
Kingella_A,0.00029566,0,s17_2,2b only
Kingella_B,0.000277691,0.00134998,s17_2,shared
Klebsiella,5.00E-05,0,s17_2,2b only
Lachnoanaerobaculum,0.000521991,0.0006328,s17_2,shared
Lactobacillus,0,0.00348043,s17_2,16S only
Lancefieldella,0.000184884,0,s17_2,2b only
Lautropia,0.006940995,0,s17_2,2b only
Lawsonella,0.000188279,0,s17_2,2b only
Leptotrichia,0.001800608,0.00090702,s17_2,shared
Leptotrichia_A,0.001911428,0.00103358,s17_2,shared
Ligilactobacillus,0,0.00014765,s17_2,16S only
Limosilactobacillus,0,0.00048515,s17_2,16S only
Massilia,0,6.33E-05,s17_2,16S only
Megasphaera,0,0.00025312,s17_2,16S only
Metamycoplasma,0,0.00067499,s17_2,16S only
Mitsuokella,1.87E-05,0,s17_2,2b only
Mogibacterium,0.005176946,0.00016875,s17_2,shared
Moraxella,0,0.00134998,s17_2,16S only
Neisseria,0.161731429,0.202813874,s17_2,shared
Odoribacter,0,4.22E-05,s17_2,16S only
Olsenella,0.000133896,8.44E-05,s17_2,shared
Oribacterium,0.001675147,0.00263669,s17_2,shared
Oscillibacter,0,6.33E-05,s17_2,16S only
Ottowia,0.000449725,0.00048515,s17_2,shared
Paracraurococcus,3.72E-05,0,s17_2,2b only
Paraprevotella,0,0.00029531,s17_2,16S only
Parvimonas,0.001853712,0.00050624,s17_2,shared
Pauljensenia,0.001709874,0.00208826,s17_2,shared
Peptidiphaga,0.000424868,0,s17_2,2b only
Peptoanaerobacter,0.001402523,0.00037968,s17_2,shared
Peptostreptococcus,0.000901757,0.0006539,s17_2,shared
Phascolarctobacterium_A,0,0.00056952,s17_2,16S only
Phocaeicola,0.000140311,0,s17_2,2b only
Porphyromonas,0.115143372,0.074227981,s17_2,shared
Prevotella,0.059840565,0.031872261,s17_2,shared
Prevotellamassilia,0,0.00016875,s17_2,16S only
Propionibacterium,2.52E-05,0,s17_2,2b only
Pseudoleptotrichia,0.000177152,0,s17_2,2b only
Ralstonia,8.25E-05,0,s17_2,2b only
RC9,0,0.00023203,s17_2,16S only
Rodentibacter,5.25E-05,0,s17_2,2b only
Roseburia,0,0.00103358,s17_2,16S only
Rothia,0.054652873,0.051847791,s17_2,shared
Saccharimonas,0.001506856,0,s17_2,2b only
Scardovia,3.08E-05,0,s17_2,2b only
SDRW01,0.000579315,0,s17_2,2b only
Selenomonas,0.00013355,0,s17_2,2b only
SFTJ01,0,4.22E-05,s17_2,16S only
Shuttleworthia,5.53E-05,0,s17_2,2b only
Simonsiella,5.45E-05,0,s17_2,2b only
Slackia,0.000100154,0,s17_2,2b only
Sphingomonas,3.18E-05,0,s17_2,2b only
Stomatobaculum,3.40E-05,0,s17_2,2b only
Streptobacillus,0,0.00149764,s17_2,16S only
Streptococcus,0.218882069,0.293558056,s17_2,shared
Tannerella,0.019245079,0.00352261,s17_2,shared
Terrisporobacter,0,0.00016875,s17_2,16S only
TM7x,0,6.33E-05,s17_2,16S only
Treponema,0.001285703,0.00170857,s17_2,shared
Treponema_B,0.004287279,0.00208826,s17_2,shared
Treponema_C,0.002694419,0.00048515,s17_2,shared
Treponema_D,0.000457522,0.00158201,s17_2,shared
UBA1103,0.000610274,8.44E-05,s17_2,shared
UBA2866,0.000664354,0.00014765,s17_2,shared
UBA644,0,4.22E-05,s17_2,16S only
UBA8529,0,0.00048515,s17_2,16S only
UMGS1907,0.000233852,0,s17_2,2b only
Vallitalea_A,0,0.00107577,s17_2,16S only
Veillonella,0.00778064,0.0035648,s17_2,shared
W11650,0.001471119,0,s17_2,2b only
W5053,0.0011979,0.00067499,s17_2,shared
1XD8-76,0,0.00048892,s17_6,16S only
2-12-FULL-64-23,0,8.15E-05,s17_6,16S only
Abiotrophia,0.000763124,0.00036669,s17_6,shared
Acetatifactor,0,0.00411506,s17_6,16S only
Acinetobacter,5.90E-05,0,s17_6,2b only
Actinobacillus,2.43E-05,0,s17_6,2b only
Actinobacillus_A,0,0.00022409,s17_6,16S only
Actinobacillus_B,0,0.00016297,s17_6,16S only
Actinomyces,0.01030129,0.0004278,s17_6,shared
AG11,0,0.0002852,s17_6,16S only
AG29,0,8.15E-05,s17_6,16S only
AG41,0,2.04E-05,s17_6,16S only
Agathobaculum,0,0.00024446,s17_6,16S only
Aggregatibacter,0.036521003,0.00486881,s17_6,shared
Akkermansia,0,0.00063152,s17_6,16S only
Alistipes,0,0.00582627,s17_6,16S only
Alistipes_A,0,0.00059078,s17_6,16S only
Allisonella,8.24E-05,0,s17_6,2b only
Allobaculum,0,0.00012223,s17_6,16S only
Alloprevotella,0.00301474,0,s17_6,2b only
Amedibacterium,0,0.0004278,s17_6,16S only
Aminivibrio,0,0.00032595,s17_6,16S only
Anaerobutyricum,0,0.00154824,s17_6,16S only
Anaerofustis,0,6.11E-05,s17_6,16S only
Anaeroglobus,0.000260994,0,s17_6,2b only
Anaeromassilibacillus,0,0.00026483,s17_6,16S only
Anaerosacchariphilus,0,0.00252608,s17_6,16S only
Anaerostipes,0,0.00083523,s17_6,16S only
Anaerotignum,0,0.00743563,s17_6,16S only
